Name,Platform,Year_of_Release,Genre,NA_sales,EU_sales,JP_sales,Other_sales,Critic_Score,User_Score,Rating
God Eater Resurrection,PS4,2015,Action,0.0,0.0,0.1,0.03,70,7.8,T
NHL 2K7,X360,2006,Sports,0.07700000000000001,0.07623,0.12387000000000001,0.038470000000000004,78,7.9,E10+
Miami Nights: Singles in the City,DS,2008,Simulation,0.08800000000000001,0.08712,0.12728,0.03968,48,7.1,T
Shovel Knight,PS4,2015,Platform,0.033,0.032670000000000005,0.11023000000000001,0.03363,90,7.6,E
Strider 2,PS,2000,Platform,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,69,8.1,E
Invizimals: The Alliance,PSV,2013,Action,0.0,0.0,0.1,0.03,69,6.8,E10+
Death Jr. and the Science Fair of Doom,DS,2007,Platform,0.08800000000000001,0.08712,0.12728,0.03968,47,7.5,E10+
Shin Megami Tensei: Digital Devil Saga 2,PS2,2005,Role-Playing,0.044000000000000004,0.04356,0.11364,0.034839999999999996,82,7.9,M
Pro Evolution Soccer 2013,PC,2012,Sports,0.0,0.0,0.1,0.03,80,6.9,E
Battleborn,PC,2016,Shooter,0.044000000000000004,0.04356,0.11364,0.034839999999999996,69,6.9,T
Agatha Christie: Evil Under the Sun,Wii,2008,Adventure,0.066,0.06534000000000001,0.12046000000000001,0.03726,46,7.3,T
Don King Boxing,DS,2009,Sports,0.066,0.06534000000000001,0.12046000000000001,0.03726,71,7.8,T
Grand Prix Challenge,PS2,2002,Racing,0.044000000000000004,0.04356,0.11364,0.034839999999999996,76,9.2,E
FIFA Soccer 2005,GBA,2004,Sports,0.066,0.06534000000000001,0.12046000000000001,0.03726,75,7.8,E
ShellShock 2: Blood Trails,PS3,2009,Shooter,0.044000000000000004,0.04356,0.11364,0.034839999999999996,35,4.8,M
Mega Man Legacy Collection,PS4,2016,Platform,0.07700000000000001,0.07623,0.12387000000000001,0.038470000000000004,77,6.1,E
Knights Contract,PS3,2011,Action,0.044000000000000004,0.04356,0.11364,0.034839999999999996,51,6.0,M
NHL 06,GC,2005,Sports,0.066,0.06534000000000001,0.12046000000000001,0.03726,78,9.3,E10+
State of Emergency 2,PS2,2006,Shooter,0.044000000000000004,0.04356,0.11364,0.034839999999999996,44,5.8,M
Fatal Frame III: The Tormented,PS2,2005,Action,0.044000000000000004,0.04356,0.11364,0.034839999999999996,78,8.9,M
Seven Samurai 20XX,PS2,2004,Action,0.044000000000000004,0.04356,0.11364,0.034839999999999996,52,7.0,T
Adventure Time: The Secret of the Nameless Kingdom,3DS,2014,Action,0.0,0.0,0.1,0.03,65,5.6,E10+
Risen 3: Titan Lords,PS3,2014,Role-Playing,0.022000000000000002,0.02178,0.10682000000000001,0.03242,36,3.7,M
Tornado Outbreak,X360,2009,Action,0.07700000000000001,0.07623,0.12387000000000001,0.038470000000000004,62,8.0,E10+
Ninjabread Man,Wii,2007,Action,0.07700000000000001,0.07623,0.12387000000000001,0.038470000000000004,20,1.7,E
Tom Clancy's Splinter Cell: Pandora Tomorrow,GC,2004,Action,0.066,0.06534000000000001,0.12046000000000001,0.03726,78,8.0,T
Battlefield 2,PC,2005,Shooter,0.0,0.0,0.1,0.03,91,8.4,T
Swingerz Golf,GC,2002,Sports,0.066,0.06534000000000001,0.12046000000000001,0.03726,72,9.3,E
Titanfall 2,PC,2016,Shooter,0.033,0.032670000000000005,0.11023000000000001,0.03363,85,8.0,M
Persona 4: Arena Ultimax,X360,2014,Fighting,0.066,0.06534000000000001,0.12046000000000001,0.03726,85,7.4,T
Supremacy MMA,X360,2011,Fighting,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,49,6.2,M
The King of Fighters 2006,PS2,2006,Fighting,0.011000000000000001,0.01089,0.10341,0.031209999999999998,66,8.6,T
Nobunaga's Ambition: Rise to Power,PS2,2004,Strategy,0.0,0.0,0.1,0.03,70,8.8,T
FIFA Soccer 2003,GC,2002,Sports,0.066,0.06534000000000001,0.12046000000000001,0.03726,86,7.8,E
Major League Baseball 2K11,PC,2011,Sports,0.066,0.06534000000000001,0.12046000000000001,0.03726,74,5.9,E
The Italian Job,XB,2003,Racing,0.066,0.06534000000000001,0.12046000000000001,0.03726,54,5.8,T
Smuggler's Run: Warzones,GC,2002,Misc,0.066,0.06534000000000001,0.12046000000000001,0.03726,79,6.9,T
SafeCracker: The Ultimate Puzzle Adventure,Wii,2008,Puzzle,0.07700000000000001,0.07623,0.12387000000000001,0.038470000000000004,56,7.8,E
Warriors Orochi 3 Hyper,WiiU,2012,Action,0.044000000000000004,0.04356,0.11364,0.034839999999999996,64,7.4,T
NBA 10: The Inside,PSP,2009,Sports,0.07700000000000001,0.07623,0.12387000000000001,0.038470000000000004,69,3.0,E
PAC-MAN and the Ghostly Adventures,PS3,2013,Platform,0.033,0.032670000000000005,0.11023000000000001,0.03363,51,3.1,E10+
Space Channel 5 Special Edition,PS2,2003,Misc,0.044000000000000004,0.04356,0.11364,0.034839999999999996,79,8.6,T
The Legend of Alon D'ar,PS2,2001,Role-Playing,0.044000000000000004,0.04356,0.11364,0.034839999999999996,43,6.7,T
Big Mutha Truckers,GC,2003,Racing,0.066,0.06534000000000001,0.12046000000000001,0.03726,63,8.2,T
Super Robot Taisen OG Saga: Endless Frontier,DS,2008,Role-Playing,0.07700000000000001,0.07623,0.12387000000000001,0.038470000000000004,73,9.0,T
Sniper: Ghost Warrior 2,PC,2013,Shooter,0.022000000000000002,0.02178,0.10682000000000001,0.03242,52,5.8,M
Samurai Shodown Sen,X360,2009,Fighting,0.07700000000000001,0.07623,0.12387000000000001,0.038470000000000004,46,5.2,M
Samurai Western,PS2,2004,Action,0.044000000000000004,0.04356,0.11364,0.034839999999999996,58,7.6,M
Looney Tunes: Acme Arsenal,X360,2007,Action,0.066,0.06534000000000001,0.12046000000000001,0.03726,40,6.8,E10+
Line Rider 2: Unbound,DS,2008,Puzzle,0.07700000000000001,0.07623,0.12387000000000001,0.038470000000000004,59,5.6,E
Harry Potter and the Sorcerer's Stone,GC,2003,Action,0.066,0.06534000000000001,0.12046000000000001,0.03726,62,8.3,E
High Heat Major League Baseball 2004,XB,2003,Sports,0.066,0.06534000000000001,0.12046000000000001,0.03726,83,8.4,E
TimeSplitters: Future Perfect,GC,2005,Shooter,0.066,0.06534000000000001,0.12046000000000001,0.03726,82,9.1,M
"Warhammer 40,000: Dawn of War II - Retribution",PC,2011,Strategy,0.0,0.0,0.1,0.03,80,7.8,M
Incredible Crisis,PS,1999,Action,0.044000000000000004,0.04356,0.11364,0.034839999999999996,80,7.5,T
The King of Fighters EX2: Howling Blood,GBA,2002,Fighting,0.066,0.06534000000000001,0.12046000000000001,0.03726,80,9.1,T
Ice Age 2: The Meltdown,Wii,2006,Platform,0.066,0.06534000000000001,0.12046000000000001,0.03726,66,7.8,E10+
Knights Contract,X360,2011,Action,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,49,5.6,M
Hidden Invasion,PS2,2001,Shooter,0.044000000000000004,0.04356,0.11364,0.034839999999999996,39,5.8,T
Superman: Shadow of Apokolips,GC,2003,Action,0.066,0.06534000000000001,0.12046000000000001,0.03726,66,7.3,E
Armored Core 3 Portable,PSP,2009,Simulation,0.0,0.0,0.1,0.03,43,6.7,T
PAC-MAN and the Ghostly Adventures,X360,2013,Platform,0.044000000000000004,0.04356,0.11364,0.034839999999999996,49,5.1,E10+
Batman: Dark Tomorrow,GC,2003,Action,0.066,0.06534000000000001,0.12046000000000001,0.03726,29,3.2,T
Crush,PSP,2007,Puzzle,0.07700000000000001,0.07623,0.12387000000000001,0.038470000000000004,83,9.0,E10+
The First Templar,PC,2011,Action,0.066,0.06534000000000001,0.12046000000000001,0.03726,57,5.8,T
Earth Defense Force 2017,X360,2006,Action,0.044000000000000004,0.04356,0.11364,0.034839999999999996,69,7.7,T
Tomb Raider: Legend,GC,2006,Action,0.066,0.06534000000000001,0.12046000000000001,0.03726,78,7.8,T
RoadKill,XB,2003,Action,0.066,0.06534000000000001,0.12046000000000001,0.03726,68,7.4,M
Game of Thrones,PC,2012,Role-Playing,0.0,0.0,0.1,0.03,58,6.5,M
From Russia With Love,PSP,2006,Action,0.07700000000000001,0.07623,0.12387000000000001,0.038470000000000004,61,6.9,T
Lost Dimension,PSV,2014,Role-Playing,0.033,0.032670000000000005,0.11023000000000001,0.03363,72,8.3,T
Resident Evil 6,PS4,2016,Shooter,0.066,0.06534000000000001,0.12046000000000001,0.03726,60,6.7,M
Assassin's Creed: Rogue,PC,2015,Action,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,74,7.5,M
Taz Wanted,GC,2002,Platform,0.066,0.06534000000000001,0.12046000000000001,0.03726,61,7.0,E
Tomb Raider: Underworld,PC,2008,Action,0.0,0.0,0.1,0.03,80,7.7,T
Evolution Worlds,GC,2002,Role-Playing,0.066,0.06534000000000001,0.12046000000000001,0.03726,63,8.0,E
Far Cry Vengeance,Wii,2006,Shooter,0.066,0.06534000000000001,0.12046000000000001,0.03726,38,5.3,M
Code Lyoko: Fall of X.A.N.A.,DS,2008,Adventure,0.07700000000000001,0.07623,0.12387000000000001,0.038470000000000004,51,6.3,E
Worms: A Space Oddity,Wii,2008,Strategy,0.066,0.06534000000000001,0.12046000000000001,0.03726,64,4.3,E10+
MLB Front Office Manager,PS3,2009,Sports,0.07700000000000001,0.07623,0.12387000000000001,0.038470000000000004,49,6.5,E
X Rebirth,PC,2013,Simulation,0.0,0.0,0.1,0.03,33,3.3,T
Song of the Deep,PS4,2016,Action,0.066,0.06534000000000001,0.12046000000000001,0.03726,69,7.3,E
World Series of Poker 2008: Battle for the Bracelets,X360,2007,Misc,0.066,0.06534000000000001,0.12046000000000001,0.03726,74,6.7,T
Super Monkey Ball Adventure,PSP,2006,Platform,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,56,5.9,E
Worms: Open Warfare,DS,2006,Strategy,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,64,7.0,E10+
Gadget Racers,PS2,2000,Racing,0.044000000000000004,0.04356,0.11364,0.034839999999999996,67,7.4,E
Phantasy Star Online Episode III: C.A.R.D. Revolution,GC,2003,Role-Playing,0.066,0.06534000000000001,0.12046000000000001,0.03726,71,8.2,T
Assassin's Creed The Ezio Collection,XOne,2016,Action,0.033,0.032670000000000005,0.11023000000000001,0.03363,74,7.6,M
Ultimate Ghosts 'n Goblins,PSP,2006,Platform,0.07700000000000001,0.07623,0.12387000000000001,0.038470000000000004,72,7.7,E10+
Samurai Warriors 2,X360,2006,Action,0.07700000000000001,0.07623,0.12387000000000001,0.038470000000000004,52,8.7,T
TrackMania DS,DS,2008,Racing,0.066,0.06534000000000001,0.12046000000000001,0.03726,75,6.9,E
Silent Hunter III,PC,2005,Simulation,0.0,0.0,0.1,0.03,90,7.9,T
Alien Syndrome,PSP,2007,Role-Playing,0.07700000000000001,0.07623,0.12387000000000001,0.038470000000000004,51,6.0,T
Endgame,PS2,2002,Shooter,0.044000000000000004,0.04356,0.11364,0.034839999999999996,57,6.8,T
The Dukes of Hazzard: Return of the General Lee,XB,2004,Racing,0.066,0.06534000000000001,0.12046000000000001,0.03726,49,7.0,E
WWE Crush Hour,GC,2003,Racing,0.066,0.06534000000000001,0.12046000000000001,0.03726,55,7.0,T
Metal Gear Solid V: The Phantom Pain,PC,2015,Action,0.0,0.0,0.1,0.03,91,7.7,M
NHL Hitz 20-03,GC,2002,Sports,0.066,0.06534000000000001,0.12046000000000001,0.03726,82,8.4,E
C.O.P.: The Recruit,DS,2009,Action,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,55,7.5,T
Urban Reign,PS2,2005,Action,0.044000000000000004,0.04356,0.11364,0.034839999999999996,60,8.2,T
Soul Bubbles,DS,2008,Puzzle,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,78,8.0,E
Resident Evil 3: Nemesis,GC,2003,Action,0.066,0.06534000000000001,0.12046000000000001,0.03726,62,8.3,M
All-Star Baseball 2004,GC,2003,Sports,0.066,0.06534000000000001,0.12046000000000001,0.03726,80,9.2,E
Bangai-O Spirits,DS,2008,Shooter,0.07700000000000001,0.07623,0.12387000000000001,0.038470000000000004,83,8.1,E10+
Valentino Rossi: The Game,PS4,2016,Racing,0.011000000000000001,0.01089,0.10341,0.031209999999999998,75,8.0,E
Samurai Warriors Chronicles 3,3DS,2014,Action,0.0,0.0,0.1,0.03,63,6.1,T
Lost in Blue: Shipwrecked,Wii,2008,Adventure,0.07700000000000001,0.07623,0.12387000000000001,0.038470000000000004,54,6.0,E10+
Madden NFL 08,GC,2007,Sports,0.066,0.06534000000000001,0.12046000000000001,0.03726,75,7.0,E
Stuart Little 3: Big Photo Adventure,PS2,2005,Platform,0.044000000000000004,0.04356,0.11364,0.034839999999999996,71,7.7,E
Infernal: Hell's Vengeance,X360,2009,Shooter,0.066,0.06534000000000001,0.12046000000000001,0.03726,35,5.3,M
Pitfall: The Lost Expedition,GC,2004,Platform,0.066,0.06534000000000001,0.12046000000000001,0.03726,73,8.6,E
Duke Nukem: Land of the Babes,PS,2000,Shooter,0.044000000000000004,0.04356,0.11364,0.034839999999999996,37,6.8,M
Puchi Puchi Virus,DS,2007,Puzzle,0.07700000000000001,0.07623,0.12387000000000001,0.038470000000000004,73,4.2,E
Need For Speed: Undercover,PC,2008,Racing,0.0,0.0,0.1,0.03,65,4.9,T
Need for Speed: Most Wanted,PC,2012,Racing,0.0,0.0,0.1,0.03,82,8.5,T
Zero Escape: Zero Time Dilemma,3DS,2016,Adventure,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,81,8.5,M
Stella Deus: The Gate of Eternity,PS2,2004,Strategy,0.044000000000000004,0.04356,0.11364,0.034839999999999996,75,8.0,T
Vietcong: Purple Haze,XB,2004,Shooter,0.066,0.06534000000000001,0.12046000000000001,0.03726,57,8.4,M
Conflict: Desert Storm,GC,2003,Shooter,0.066,0.06534000000000001,0.12046000000000001,0.03726,62,8.4,T
P.T.O. IV: Pacific Theater of Operations,PS2,2002,Strategy,0.044000000000000004,0.04356,0.11364,0.034839999999999996,71,6.6,E
Elebits: The Adventures of Kai and Zero,DS,2008,Adventure,0.07700000000000001,0.07623,0.12387000000000001,0.038470000000000004,75,8.3,E
Far Cry Instincts Evolution,XB,2006,Shooter,0.066,0.06534000000000001,0.12046000000000001,0.03726,78,6.3,M
Rayman Origins,PC,2012,Platform,0.0,0.0,0.1,0.03,86,8.4,E10+
Medal of Honor: Underground,GBA,2002,Shooter,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,46,1.7,T
Cosmic Family,Wii,2007,Misc,0.07700000000000001,0.07623,0.12387000000000001,0.038470000000000004,54,5.7,E
Dynasty Warriors 3,XB,2002,Action,0.066,0.06534000000000001,0.12046000000000001,0.03726,70,8.9,T
Jimmie Johnson's Anything With an Engine,PS3,2011,Racing,0.07700000000000001,0.07623,0.12387000000000001,0.038470000000000004,67,6.8,E10+
MTV Music Generator 3: This Is the Remix,XB,2004,Misc,0.066,0.06534000000000001,0.12046000000000001,0.03726,79,5.4,T
Grand Ages: Medieval,PS4,2015,Strategy,0.0,0.0,0.1,0.03,64,7.1,T
In The Groove,PS2,2005,Misc,0.044000000000000004,0.04356,0.11364,0.034839999999999996,72,9.0,E
The Legend of Kage 2,DS,2008,Action,0.07700000000000001,0.07623,0.12387000000000001,0.038470000000000004,70,6.3,E10+
Baroque,Wii,2008,Role-Playing,0.07700000000000001,0.07623,0.12387000000000001,0.038470000000000004,50,8.1,T
Lost Dimension,PS3,2014,Role-Playing,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,71,7.3,T
Magic Pengel: The Quest for Color,PS2,2002,Role-Playing,0.044000000000000004,0.04356,0.11364,0.034839999999999996,74,7.5,E
Agatha Christie: And Then There Were None,Wii,2008,Adventure,0.066,0.06534000000000001,0.12046000000000001,0.03726,50,6.2,T
Futurama,PS2,2003,Platform,0.044000000000000004,0.04356,0.11364,0.034839999999999996,59,6.6,T
The History Channel: Battle for the Pacific,PS3,2008,Shooter,0.07700000000000001,0.07623,0.12387000000000001,0.038470000000000004,36,2.4,T
Rayman 3: Hoodlum Havoc,XB,2003,Platform,0.066,0.06534000000000001,0.12046000000000001,0.03726,75,7.9,E
Superman Returns,DS,2006,Action,0.07700000000000001,0.07623,0.12387000000000001,0.038470000000000004,33,4.9,E
Super Ghouls 'n Ghosts,GBA,2002,Platform,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,78,8.8,E
Legend of the Guardians: The Owls of Ga'Hoole,X360,2010,Action,0.066,0.06534000000000001,0.12046000000000001,0.03726,60,8.0,E10+
Need for Speed Underground 2,PC,2004,Racing,0.0,0.0,0.1,0.03,82,8.5,T
Gladius,GC,2003,Strategy,0.066,0.06534000000000001,0.12046000000000001,0.03726,82,8.8,T
The Hustle: Detroit Streets,PSP,2005,Sports,0.07700000000000001,0.07623,0.12387000000000001,0.038470000000000004,51,5.3,T
Blood Drive,PS3,2010,Racing,0.07700000000000001,0.07623,0.12387000000000001,0.038470000000000004,47,7.0,M
Escape Dead Island,PS3,2014,Action,0.044000000000000004,0.04356,0.11364,0.034839999999999996,40,3.5,M
Torchlight,PC,2009,Role-Playing,0.0,0.0,0.1,0.03,83,8.0,T
Pac-Man World 3,PSP,2005,Platform,0.07700000000000001,0.07623,0.12387000000000001,0.038470000000000004,61,6.0,E
Rogue Trooper: Quartz Zone Massacre,Wii,2009,Shooter,0.066,0.06534000000000001,0.12046000000000001,0.03726,70,8.2,T
Damage Inc.: Pacific Squadron WWII,X360,2012,Simulation,0.07700000000000001,0.07623,0.12387000000000001,0.038470000000000004,49,5.5,T
F.E.A.R. 2: Project Origin,PC,2009,Shooter,0.022000000000000002,0.02178,0.10682000000000001,0.03242,79,7.8,M
Godai: Elemental Force,PS2,2002,Action,0.044000000000000004,0.04356,0.11364,0.034839999999999996,27,3.8,T
Still Life,XB,2005,Adventure,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,70,8.2,M
Big Mutha Truckers 2,XB,2005,Racing,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,50,3.4,M
I-Ninja,XB,2003,Platform,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,75,8.4,T
The Lord of the Rings: The Battle for Middle-Earth,PC,2004,Strategy,0.011000000000000001,0.01089,0.10341,0.031209999999999998,82,8.6,T
Kessen III,PS2,2004,Strategy,0.044000000000000004,0.04356,0.11364,0.034839999999999996,73,8.1,T
The King of Fighters Collection: The Orochi Saga,PSP,2008,Fighting,0.07700000000000001,0.07623,0.12387000000000001,0.038470000000000004,61,7.0,T
Aero Elite: Combat Academy,PS2,2002,Simulation,0.044000000000000004,0.04356,0.11364,0.034839999999999996,64,7.0,E
Wrath Unleashed,PS2,2004,Strategy,0.044000000000000004,0.04356,0.11364,0.034839999999999996,64,6.0,T
Divinity II: Ego Draconis,PC,2009,Role-Playing,0.011000000000000001,0.01089,0.10341,0.031209999999999998,72,7.7,M
Commandos 2: Men of Courage,XB,2002,Strategy,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,67,8.4,T
Emergency 2012,PC,2010,Simulation,0.022000000000000002,0.02178,0.10682000000000001,0.03242,61,6.2,T
Overlord: Minions,DS,2009,Puzzle,0.07700000000000001,0.07623,0.12387000000000001,0.038470000000000004,58,5.5,E10+
Fairy Fencer F: Advent Dark Force,PS4,2015,Role-Playing,0.022000000000000002,0.02178,0.10682000000000001,0.03242,71,6.2,T
Alvin and the Chipmunks,PS2,2007,Misc,0.044000000000000004,0.04356,0.11364,0.034839999999999996,33,4.5,E
Hearts of Iron III,PC,2009,Strategy,0.022000000000000002,0.02178,0.10682000000000001,0.03242,77,7.1,E10+
Kengo: Legend of The 9,X360,2006,Fighting,0.066,0.06534000000000001,0.12046000000000001,0.03726,38,4.1,M
Romance of the Three Kingdoms XI,PS2,2007,Strategy,0.0,0.0,0.1,0.03,69,8.4,E10+
Hammerin' Hero,PSP,2008,Action,0.066,0.06534000000000001,0.12046000000000001,0.03726,73,7.3,E10+
Dark Souls III,PC,2016,Role-Playing,0.0,0.0,0.1,0.03,89,8.6,M
TMNT: Mutant Melee,GC,2005,Fighting,0.066,0.06534000000000001,0.12046000000000001,0.03726,44,2.8,T
Combat: Task Force 121,XB,2005,Shooter,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,44,8.5,M
Stacked with Daniel Negreanu,PS2,2006,Misc,0.044000000000000004,0.04356,0.11364,0.034839999999999996,63,5.3,T
Circus Maximus: Chariot Wars,XB,2002,Racing,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,67,5.0,T
Serious Sam: Next Encounter,PS2,2004,Shooter,0.044000000000000004,0.04356,0.11364,0.034839999999999996,65,7.8,M
Tom Clancy's Ghost Recon 2,GC,2005,Shooter,0.066,0.06534000000000001,0.12046000000000001,0.03726,54,1.4,T
Monster Racers,DS,2009,Racing,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,70,9.0,E
Speed Zone,Wii,2009,Racing,0.011000000000000001,0.01089,0.10341,0.031209999999999998,37,3.8,E
James Cameron's Dark Angel,XB,2002,Action,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,47,8.3,T
Aqua Teen Hunger Force: Zombie Ninja Pro-Am,PS2,2007,Racing,0.033,0.032670000000000005,0.11023000000000001,0.03363,37,5.9,M
Operation Darkness,X360,2007,Role-Playing,0.07700000000000001,0.07623,0.12387000000000001,0.038470000000000004,46,7.0,M
Galerians: Ash,PS2,2002,Adventure,0.033,0.032670000000000005,0.11023000000000001,0.03363,50,7.9,T
R-Type Command,PSP,2007,Strategy,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,69,6.5,E10+
Haunting Ground,PS2,2005,Action,0.033,0.032670000000000005,0.11023000000000001,0.03363,67,8.8,M
Grand Kingdom,PS4,2015,Role-Playing,0.033,0.032670000000000005,0.11023000000000001,0.03363,78,8.1,T
Robocalypse,DS,2008,Strategy,0.07700000000000001,0.07623,0.12387000000000001,0.038470000000000004,78,8.6,E10+
Homie Rollerz,DS,2008,Racing,0.07700000000000001,0.07623,0.12387000000000001,0.038470000000000004,23,2.4,E
Escape Dead Island,X360,2014,Action,0.033,0.032670000000000005,0.11023000000000001,0.03363,32,3.8,M
Tom Clancy's Splinter Cell: Chaos Theory,DS,2005,Action,0.066,0.06534000000000001,0.12046000000000001,0.03726,50,7.0,T
Romance of the Three Kingdoms IX,PS2,2003,Strategy,0.033,0.032670000000000005,0.11023000000000001,0.03363,74,8.9,E
Second Sight,XB,2004,Adventure,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,75,8.0,T
Operation Flashpoint: Red River,PC,2011,Shooter,0.011000000000000001,0.01089,0.10341,0.031209999999999998,67,4.9,M
Vanguard Bandits,PS,1998,Strategy,0.044000000000000004,0.04356,0.11364,0.034839999999999996,62,7.4,T
MLB Front Office Manager,X360,2009,Sports,0.066,0.06534000000000001,0.12046000000000001,0.03726,47,4.6,E
Child of Light,PSV,2014,Role-Playing,0.0,0.0,0.1,0.03,83,7.8,E10+
Silent Hill: Origins,PS2,2008,Action,0.033,0.032670000000000005,0.11023000000000001,0.03363,70,7.4,M
Harry Potter and the Sorcerer's Stone,XB,2003,Action,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,59,6.0,E
Damnation,X360,2009,Shooter,0.066,0.06534000000000001,0.12046000000000001,0.03726,36,5.6,M
Samurai Warriors,XB,2004,Action,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,71,9.0,T
FIFA Soccer 2004,GC,2003,Sports,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,83,6.2,E
Record of Agarest War,PS3,2007,Role-Playing,0.0,0.0,0.1,0.03,67,6.8,T
SNK Arcade Classics Vol. 1,Wii,2008,Misc,0.066,0.06534000000000001,0.12046000000000001,0.03726,73,8.0,T
Dave Mirra BMX Challenge,PSP,2006,Sports,0.066,0.06534000000000001,0.12046000000000001,0.03726,32,4.6,E
Rayman 3: Hoodlum Havoc,GC,2003,Platform,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,77,8.3,E
The Guy Game,XB,2004,Misc,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,47,5.4,M
Ghost in the Shell: Stand Alone Complex,PSP,2005,Adventure,0.066,0.06534000000000001,0.12046000000000001,0.03726,61,7.4,T
Open Season,Wii,2006,Platform,0.066,0.06534000000000001,0.12046000000000001,0.03726,49,5.6,E10+
Crimson Sea 2,PS2,2004,Action,0.033,0.032670000000000005,0.11023000000000001,0.03363,75,8.3,T
Tokyo Twilight Ghost Hunters,PSV,2014,Role-Playing,0.033,0.032670000000000005,0.11023000000000001,0.03363,63,7.0,T
Earth Defense Force 2: Invaders from Planet Space,PSV,2014,Action,0.022000000000000002,0.02178,0.10682000000000001,0.03242,72,8.5,T
Digimon World Championship,DS,2008,Role-Playing,0.0,0.0,0.1,0.03,49,6.5,E
RayStorm,PS,1997,Shooter,0.044000000000000004,0.04356,0.11364,0.034839999999999996,79,7.8,E
Dynasty Warriors 8: Empires,XOne,2014,Action,0.044000000000000004,0.04356,0.11364,0.034839999999999996,58,6.8,T
Catwoman,GC,2004,Action,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,47,6.1,T
Colosseum: Road to Freedom,PS2,2005,Role-Playing,0.033,0.032670000000000005,0.11023000000000001,0.03363,56,8.3,M
Football Manager 2010,PC,2009,Sports,0.0,0.0,0.1,0.03,87,9.0,E
Target: Terror,Wii,2008,Shooter,0.066,0.06534000000000001,0.12046000000000001,0.03726,33,2.7,M
Mugen Souls Z,PS3,2013,Role-Playing,0.022000000000000002,0.02178,0.10682000000000001,0.03242,57,6.4,T
BeatMania,PS2,2006,Simulation,0.033,0.032670000000000005,0.11023000000000001,0.03363,67,8.9,E10+
Silpheed: The Lost Planet,PS2,2000,Shooter,0.033,0.032670000000000005,0.11023000000000001,0.03363,72,7.5,T
Real Time Conflict: Shogun Empires,DS,2005,Strategy,0.066,0.06534000000000001,0.12046000000000001,0.03726,35,5.6,E10+
Spartan: Total Warrior,GC,2005,Action,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,73,8.3,M
Pitfall: The Lost Expedition,XB,2004,Platform,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,73,7.8,E
River City Ransom EX,GBA,2004,Action,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,75,8.4,T
Bionicle Heroes,X360,2006,Shooter,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,59,5.9,E10+
Fable: The Lost Chapters,PC,2005,Role-Playing,0.011000000000000001,0.01089,0.10341,0.031209999999999998,83,8.7,M
Crazy Taxi 2,DC,2001,Racing,0.0,0.0,0.1,0.03,82,8.1,T
The Sims 2: Seasons,PC,2007,Simulation,0.011000000000000001,0.01089,0.10341,0.031209999999999998,78,7.3,T
The Testament of Sherlock Holmes,PC,2012,Adventure,0.0,0.0,0.1,0.03,73,8.0,M
Robot Alchemic Drive,PS2,2002,Action,0.033,0.032670000000000005,0.11023000000000001,0.03363,79,8.2,T
Tomb Raider: Legend,DS,2006,Action,0.044000000000000004,0.04356,0.11364,0.034839999999999996,58,8.0,T
Warhammer: Battle For Atluma,PSP,2006,Action,0.066,0.06534000000000001,0.12046000000000001,0.03726,55,7.4,T
Eagle Flight,PS4,2016,Adventure,0.011000000000000001,0.01089,0.10341,0.031209999999999998,72,7.8,E10+
Operation: Vietnam,DS,2007,Shooter,0.066,0.06534000000000001,0.12046000000000001,0.03726,65,6.3,T
Fighter Maker 2,PS2,2002,Fighting,0.033,0.032670000000000005,0.11023000000000001,0.03363,58,7.8,T
